标题,里程,日期,地区,会员,原价,现价,过户情况
宝马4系 2014款 435i xDrive风尚设计套装,10万公里,2014-06,杭州,2年黄金会员,21.98,79.24万,无
宝马1系M 2011款 1M Coupe,8.6万公里,2012-05,杭州,2年黄金会员,39.90,64.91万,0次过户
宝马4系 2021款 改款 430i M运动曜夜版,1.3万公里,2022-01,台州,7年钻石会员,49.80,49.91万,准新车-原厂质保
宝马X1 2013款 sDrive18i 时尚型,6万公里,2014-05,台州,1年黄金会员,7.68,30.94万,0次过户
宝马7系 2021款 740Li 尊享型 豪华套装,1.4万公里,2021-01,台州,7年钻石会员,81.80,115.93万,原厂质保
宝马M4 2019款 M4双门轿跑车竞速版,3.4万公里,2019-04,杭州,1年黄金会员,53.80,97.68万,无
宝马7系 2010款 760Li,15万公里,2012-02,宁波,6年黄金会员,25.80,273.32万,0次过户
宝马3系 2020款 改款 325Li M运动套装,0.6万公里,2020-10,杭州,2年黄金会员,28.80,37.66万,0次过户-原厂质保
宝马X2 2020款 sDrive25i 领先型M运动套装,3.98万公里,2020-11,台州,2年黄金会员,17.50,31.46万,0次过户-原厂质保
宝马3系 2019款 320i M运动套装,7万公里,2019-02,台州,2年黄金会员,16.88,33.63万,0次过户
宝马X3(进口) 2009款 xDrive25i豪华增配型,16万公里,2009-08,台州,6年黄金会员,5.80,63.07万,无
宝马M4 2014款 M4敞篷轿跑车,5.6万公里,2016-07,杭州,1年黄金会员,44.80,119.18万,无
宝马3系 2019款 320Li 时尚型,10万公里,2019-03,金华,5年黄金会员,18.80,34.39万,0次过户
宝马X3 2018款 xDrive30i 领先型 M运动套装 国V,6万公里,2018-06,温州,1年黄金会员,25.99,53.93万,0次过户
宝马3系 2020款 325Li 首发版,3万公里,2020-01,温州,1年黄金会员,26.28,35.16万,0次过户
宝马M4 2019款 M4敞篷轿跑车竞速版,4.18万公里,2020-04,杭州,2年黄金会员,63.80,106.37万,0次过户-原厂质保
宝马X5(进口) 2011款 xDrive35i 豪华型,20万公里,2012-11,台州,1年黄金会员,11.50,109.09万,0次过户
宝马3系 2022款 325i M运动套装,0.5万公里,2022-01,杭州,3年黄金会员,28.78,33.90万,准新车-0次过户
宝马5系 2019款 525Li 豪华套装,7.1万公里,2019-01,金华,3年黄金会员,29.30,46.34万,无
宝马5系 2019款 530Li 尊享型 M运动套装,6万公里,2019-04,台州,7年黄金会员,34.98,55.02万,0次过户
宝马M4 2014款 M4敞篷轿跑车,11万公里,2015-01,金华,5年黄金会员,39.80,119.18万,0次过户
宝马X5(进口) 2020款 xDrive30i X设计套装,3万公里,2020-01,温州,1年黄金会员,52.88,75.97万,0次过户
宝马5系 2022款 改款 530Li 领先型 M运动套装,1万公里,2022-06,杭州,3年黄金会员,42.80,51.22万,准新车-0次过户
宝马4系 2022款 430i M运动曜夜套装,1.6万公里,2021-10,杭州,2年黄金会员,46.80,48.72万,准新车-0次过户
宝马3系 2016款 320Li 进取型,13.1万公里,2016-04,金华,3年黄金会员,14.88,35.36万,0次过户
宝马7系 2017款 730Li 领先型,7.8万公里,2017-01,温州,2年黄金会员,38.98,97.48万,0次过户
宝马3系 2019款 320i M运动曜夜版,4万公里,2019-02,温州,2年黄金会员,19.58,36.88万,0次过户
宝马5系 2020款 525Li M运动套装,4万公里,2020-06,温州,2年黄金会员,32.58,46.34万,0次过户-原厂质保
宝马7系 2019款 改款 M760Li xDrive V12 运动套装,3.6万公里,2021-04,杭州,7年钻石会员,173.80,263.55万,准新车-0次过户
宝马5系 2019款 525Li 豪华套装,4.6万公里,2019-03,宁波,1年黄金会员,28.30,46.34万,0次过户
宝马5系 2013款 525Li 领先型,16万公里,2013-04,金华,2年黄金会员,12.80,49.89万,无
宝马3系 2021款 改款二 325Li M运动套装,0.8万公里,2021-12,温州,1年黄金会员,29.98,37.66万,准新车-0次过户
宝马X6 2018款 xDrive28i,8万公里,2018-07,金华,6年黄金会员,36.80,84.00万,0次过户
宝马5系新能源 2019款 530Le 豪华套装,9.31万公里,2018-11,杭州,2年黄金会员,29.50,53.94万,无
宝马2系 2015款 218i 敞篷轿跑车,4万公里,2017-03,杭州,2年黄金会员,18.80,35.31万,0次过户
宝马3系 2017款 320Li 时尚型,6.6万公里,2016-11,嘉兴,3年黄金会员,15.90,35.38万,0次过户
宝马4系 2017款 425i 敞篷M运动套装,4万公里,2018-09,宁波,1年黄金会员,24.58,56.10万,无
宝马5系新能源 2021款 535Le 豪华套装,0.3万公里,2021-11,嘉兴,3年钻石会员,39.58,54.26万,准新车-0次过户
宝马7系 2014款 730Li 臻享型,8万公里,2015-03,温州,4年会员,28.80,103.77万,0次过户
宝马1系 2021款 120i M运动版,1.37万公里,2021-04,嘉兴,3年钻石会员,13.48,22.12万,准新车-原厂质保
宝马5系 2022款 改款 530Li 尊享型 M运动套装,0.96万公里,2022-05,衢州,5年黄金会员,46.58,54.26万,准新车-0次过户
宝马X1 2018款 xDrive20Li 豪华型,6.3万公里,2018-05,宁波,5年黄金会员,46.58,54.26万,准新车-0次过户
宝马X1 2018款 sDrive18Li 尊享型,6.58万公里,2017-10,宁波,1年黄金会员,13.38,32.98万,0次过户
宝马7系 2011款 730Li典雅型,15万公里,2011-06,宁波,1年黄金会员,14.30,97.48万,无
宝马3系 2020款 改款 325i M运动曜夜套装,0.9万公里,2020-06,宁波,1年黄金会员,27.00,35.81万,原厂质保
宝马5系GT 2011款 535i 典雅型,12万公里,2012-11,宁波,1年黄金会员,14.80,87.81万,0次过户
宝马X5(进口) 2014款 xDrive35i 领先型,10万公里,2014-05,宁波,1年黄金会员,26.80,99.65万,0次过户
宝马5系GT 2010款 535i 豪华型,15万公里,2011-07,宁波,1年黄金会员,14.50,105.07万,无
宝马6系 2016款 640i Gran Coupe,7.8万公里,2018-11,宁波,1年黄金会员,39.88,93.13万,0次过户
宝马5系 2020款 530Li 尊享型 M运动套装,4万公里,2019-12,宁波,1年黄金会员,35.60,55.02万,0次过户
宝马X1 2016款 sDrive18Li 尊享型,7.9万公里,2017-04,金华,3年黄金会员,12.80,33.22万,无
宝马5系 2014款 525Li 领先型,14万公里,2014-06,宁波,3年黄金会员,12.80,33.22万,无
宝马5系 2017款 520Li 典雅型,13万公里,2017-01,金华,2年黄金会员,19.80,47.28万,无
宝马7系 2010款 760Li,12万公里,2013-03,宁波,6年黄金会员,28.80,273.32万,0次过户
宝马X3 2018款 xDrive25i M运动套装 国VI,13万公里,2019-03,金华,5年黄金会员,24.50,42.31万,无
宝马5系 2013款 525Li 豪华型,12万公里,2012-12,杭州,3年黄金会员,12.98,53.69万,无
宝马4系 2014款 435i xDrive风尚设计套装,10万公里,2014-06,杭州,2年黄金会员,21.98,79.24万,无
宝马1系M 2011款 1M Coupe,8.6万公里,2012-05,杭州,2年黄金会员,39.90,64.91万,0次过户
宝马4系 2021款 改款 430i M运动曜夜版,1.3万公里,2022-01,台州,7年钻石会员,49.80,49.91万,准新车-原厂质保
宝马X1 2013款 sDrive18i 时尚型,6万公里,2014-05,台州,1年黄金会员,7.68,30.94万,0次过户
宝马7系 2021款 740Li 尊享型 豪华套装,1.4万公里,2021-01,台州,7年钻石会员,81.80,115.93万,原厂质保
宝马M4 2019款 M4双门轿跑车竞速版,3.4万公里,2019-04,杭州,1年黄金会员,53.80,97.68万,无
宝马7系 2010款 760Li,15万公里,2012-02,宁波,6年黄金会员,25.80,273.32万,0次过户
宝马3系 2020款 改款 325Li M运动套装,0.6万公里,2020-10,杭州,2年黄金会员,28.80,37.66万,0次过户-原厂质保
宝马X2 2020款 sDrive25i 领先型M运动套装,3.98万公里,2020-11,台州,2年黄金会员,17.50,31.46万,0次过户-原厂质保
宝马3系 2019款 320i M运动套装,7万公里,2019-02,台州,2年黄金会员,16.88,33.63万,0次过户
宝马X3(进口) 2009款 xDrive25i豪华增配型,16万公里,2009-08,台州,6年黄金会员,5.80,63.07万,无
宝马M4 2014款 M4敞篷轿跑车,5.6万公里,2016-07,杭州,1年黄金会员,44.80,119.18万,无
宝马3系 2019款 320Li 时尚型,10万公里,2019-03,金华,5年黄金会员,18.80,34.39万,0次过户
宝马X3 2018款 xDrive30i 领先型 M运动套装 国V,6万公里,2018-06,温州,1年黄金会员,25.99,53.93万,0次过户
宝马3系 2020款 325Li 首发版,3万公里,2020-01,温州,1年黄金会员,26.28,35.16万,0次过户
宝马M4 2019款 M4敞篷轿跑车竞速版,4.18万公里,2020-04,杭州,2年黄金会员,63.80,106.37万,0次过户-原厂质保
宝马X5(进口) 2011款 xDrive35i 豪华型,20万公里,2012-11,台州,1年黄金会员,11.50,109.09万,0次过户
宝马3系 2022款 325i M运动套装,0.5万公里,2022-01,杭州,3年黄金会员,28.78,33.90万,准新车-0次过户
宝马5系 2019款 525Li 豪华套装,7.1万公里,2019-01,金华,3年黄金会员,29.30,46.34万,无
宝马5系 2019款 530Li 尊享型 M运动套装,6万公里,2019-04,台州,7年黄金会员,34.98,55.02万,0次过户
宝马M4 2014款 M4敞篷轿跑车,11万公里,2015-01,金华,5年黄金会员,39.80,119.18万,0次过户
宝马X5(进口) 2020款 xDrive30i X设计套装,3万公里,2020-01,温州,1年黄金会员,52.88,75.97万,0次过户
宝马5系 2022款 改款 530Li 领先型 M运动套装,1万公里,2022-06,杭州,3年黄金会员,42.80,51.22万,准新车-0次过户
宝马4系 2022款 430i M运动曜夜套装,1.6万公里,2021-10,杭州,2年黄金会员,46.80,48.72万,准新车-0次过户
宝马3系 2016款 320Li 进取型,13.1万公里,2016-04,金华,3年黄金会员,14.88,35.36万,0次过户
宝马7系 2017款 730Li 领先型,7.8万公里,2017-01,温州,2年黄金会员,38.98,97.48万,0次过户
宝马3系 2019款 320i M运动曜夜版,4万公里,2019-02,温州,2年黄金会员,19.58,36.88万,0次过户
宝马5系 2020款 525Li M运动套装,4万公里,2020-06,温州,2年黄金会员,32.58,46.34万,0次过户-原厂质保
宝马7系 2019款 改款 M760Li xDrive V12 运动套装,3.6万公里,2021-04,杭州,7年钻石会员,173.80,263.55万,准新车-0次过户
宝马5系 2019款 525Li 豪华套装,4.6万公里,2019-03,宁波,1年黄金会员,28.30,46.34万,0次过户
宝马5系 2013款 525Li 领先型,16万公里,2013-04,金华,2年黄金会员,12.80,49.89万,无
宝马3系 2021款 改款二 325Li M运动套装,0.8万公里,2021-12,温州,1年黄金会员,29.98,37.66万,准新车-0次过户
宝马X6 2018款 xDrive28i,8万公里,2018-07,金华,6年黄金会员,36.80,84.00万,0次过户
宝马5系新能源 2019款 530Le 豪华套装,9.31万公里,2018-11,杭州,2年黄金会员,29.50,53.94万,无
宝马2系 2015款 218i 敞篷轿跑车,4万公里,2017-03,杭州,2年黄金会员,18.80,35.31万,0次过户
宝马3系 2017款 320Li 时尚型,6.6万公里,2016-11,嘉兴,3年黄金会员,15.90,35.38万,0次过户
宝马4系 2017款 425i 敞篷M运动套装,4万公里,2018-09,宁波,1年黄金会员,24.58,56.10万,无
宝马5系新能源 2021款 535Le 豪华套装,0.3万公里,2021-11,嘉兴,3年钻石会员,39.58,54.26万,准新车-0次过户
宝马7系 2014款 730Li 臻享型,8万公里,2015-03,温州,4年会员,28.80,103.77万,0次过户
宝马1系 2021款 120i M运动版,1.37万公里,2021-04,嘉兴,3年钻石会员,13.48,22.12万,准新车-原厂质保
宝马5系 2022款 改款 530Li 尊享型 M运动套装,0.96万公里,2022-05,衢州,5年黄金会员,46.58,54.26万,准新车-0次过户
宝马X1 2018款 xDrive20Li 豪华型,6.3万公里,2018-05,宁波,5年黄金会员,46.58,54.26万,准新车-0次过户
宝马X1 2018款 sDrive18Li 尊享型,6.58万公里,2017-10,宁波,1年黄金会员,13.38,32.98万,0次过户
宝马7系 2011款 730Li典雅型,15万公里,2011-06,宁波,1年黄金会员,14.30,97.48万,无
宝马3系 2020款 改款 325i M运动曜夜套装,0.9万公里,2020-06,宁波,1年黄金会员,27.00,35.81万,原厂质保
宝马5系GT 2011款 535i 典雅型,12万公里,2012-11,宁波,1年黄金会员,14.80,87.81万,0次过户
宝马X5(进口) 2014款 xDrive35i 领先型,10万公里,2014-05,宁波,1年黄金会员,26.80,99.65万,0次过户
宝马5系GT 2010款 535i 豪华型,15万公里,2011-07,宁波,1年黄金会员,14.50,105.07万,无
宝马6系 2016款 640i Gran Coupe,7.8万公里,2018-11,宁波,1年黄金会员,39.88,93.13万,0次过户
宝马5系 2020款 530Li 尊享型 M运动套装,4万公里,2019-12,宁波,1年黄金会员,35.60,55.02万,0次过户
宝马X1 2016款 sDrive18Li 尊享型,7.9万公里,2017-04,金华,3年黄金会员,12.80,33.22万,无
宝马5系 2014款 525Li 领先型,14万公里,2014-06,宁波,3年黄金会员,12.80,33.22万,无
宝马5系 2017款 520Li 典雅型,13万公里,2017-01,金华,2年黄金会员,19.80,47.28万,无
宝马7系 2010款 760Li,12万公里,2013-03,宁波,6年黄金会员,28.80,273.32万,0次过户
宝马X3 2018款 xDrive25i M运动套装 国VI,13万公里,2019-03,金华,5年黄金会员,24.50,42.31万,无
宝马5系 2013款 525Li 豪华型,12万公里,2012-12,杭州,3年黄金会员,12.98,53.69万,无
宝马4系 2014款 435i xDrive风尚设计套装,10万公里,2014-06,杭州,2年黄金会员,21.98,79.24万,无
宝马1系M 2011款 1M Coupe,8.6万公里,2012-05,杭州,2年黄金会员,39.90,64.91万,0次过户
宝马4系 2021款 改款 430i M运动曜夜版,1.3万公里,2022-01,台州,7年钻石会员,49.80,49.91万,准新车-原厂质保
宝马X1 2013款 sDrive18i 时尚型,6万公里,2014-05,台州,1年黄金会员,7.68,30.94万,0次过户
宝马7系 2021款 740Li 尊享型 豪华套装,1.4万公里,2021-01,台州,7年钻石会员,81.80,115.93万,原厂质保
宝马M4 2019款 M4双门轿跑车竞速版,3.4万公里,2019-04,杭州,1年黄金会员,53.80,97.68万,无
宝马7系 2010款 760Li,15万公里,2012-02,宁波,6年黄金会员,25.80,273.32万,0次过户
宝马3系 2020款 改款 325Li M运动套装,0.6万公里,2020-10,杭州,2年黄金会员,28.80,37.66万,0次过户-原厂质保
宝马X2 2020款 sDrive25i 领先型M运动套装,3.98万公里,2020-11,台州,2年黄金会员,17.50,31.46万,0次过户-原厂质保
宝马3系 2019款 320i M运动套装,7万公里,2019-02,台州,2年黄金会员,16.88,33.63万,0次过户
宝马X3(进口) 2009款 xDrive25i豪华增配型,16万公里,2009-08,台州,6年黄金会员,5.80,63.07万,无
宝马M4 2014款 M4敞篷轿跑车,5.6万公里,2016-07,杭州,1年黄金会员,44.80,119.18万,无
宝马3系 2019款 320Li 时尚型,10万公里,2019-03,金华,5年黄金会员,18.80,34.39万,0次过户
宝马X3 2018款 xDrive30i 领先型 M运动套装 国V,6万公里,2018-06,温州,1年黄金会员,25.99,53.93万,0次过户
宝马3系 2020款 325Li 首发版,3万公里,2020-01,温州,1年黄金会员,26.28,35.16万,0次过户
宝马M4 2019款 M4敞篷轿跑车竞速版,4.18万公里,2020-04,杭州,2年黄金会员,63.80,106.37万,0次过户-原厂质保
宝马X5(进口) 2011款 xDrive35i 豪华型,20万公里,2012-11,台州,1年黄金会员,11.50,109.09万,0次过户
宝马3系 2022款 325i M运动套装,0.5万公里,2022-01,杭州,3年黄金会员,28.78,33.90万,准新车-0次过户
宝马5系 2019款 525Li 豪华套装,7.1万公里,2019-01,金华,3年黄金会员,29.30,46.34万,无
宝马5系 2019款 530Li 尊享型 M运动套装,6万公里,2019-04,台州,7年黄金会员,34.98,55.02万,0次过户
宝马M4 2014款 M4敞篷轿跑车,11万公里,2015-01,金华,5年黄金会员,39.80,119.18万,0次过户
宝马X5(进口) 2020款 xDrive30i X设计套装,3万公里,2020-01,温州,1年黄金会员,52.88,75.97万,0次过户
宝马5系 2022款 改款 530Li 领先型 M运动套装,1万公里,2022-06,杭州,3年黄金会员,42.80,51.22万,准新车-0次过户
宝马4系 2022款 430i M运动曜夜套装,1.6万公里,2021-10,杭州,2年黄金会员,46.80,48.72万,准新车-0次过户
宝马3系 2016款 320Li 进取型,13.1万公里,2016-04,金华,3年黄金会员,14.88,35.36万,0次过户
宝马7系 2017款 730Li 领先型,7.8万公里,2017-01,温州,2年黄金会员,38.98,97.48万,0次过户
宝马3系 2019款 320i M运动曜夜版,4万公里,2019-02,温州,2年黄金会员,19.58,36.88万,0次过户
宝马5系 2020款 525Li M运动套装,4万公里,2020-06,温州,2年黄金会员,32.58,46.34万,0次过户-原厂质保
宝马7系 2019款 改款 M760Li xDrive V12 运动套装,3.6万公里,2021-04,杭州,7年钻石会员,173.80,263.55万,准新车-0次过户
宝马5系 2019款 525Li 豪华套装,4.6万公里,2019-03,宁波,1年黄金会员,28.30,46.34万,0次过户
宝马5系 2013款 525Li 领先型,16万公里,2013-04,金华,2年黄金会员,12.80,49.89万,无
宝马3系 2021款 改款二 325Li M运动套装,0.8万公里,2021-12,温州,1年黄金会员,29.98,37.66万,准新车-0次过户
宝马X6 2018款 xDrive28i,8万公里,2018-07,金华,6年黄金会员,36.80,84.00万,0次过户
宝马5系新能源 2019款 530Le 豪华套装,9.31万公里,2018-11,杭州,2年黄金会员,29.50,53.94万,无
宝马2系 2015款 218i 敞篷轿跑车,4万公里,2017-03,杭州,2年黄金会员,18.80,35.31万,0次过户
宝马3系 2017款 320Li 时尚型,6.6万公里,2016-11,嘉兴,3年黄金会员,15.90,35.38万,0次过户
宝马4系 2017款 425i 敞篷M运动套装,4万公里,2018-09,宁波,1年黄金会员,24.58,56.10万,无
宝马5系新能源 2021款 535Le 豪华套装,0.3万公里,2021-11,嘉兴,3年钻石会员,39.58,54.26万,准新车-0次过户
宝马7系 2014款 730Li 臻享型,8万公里,2015-03,温州,4年会员,28.80,103.77万,0次过户
宝马1系 2021款 120i M运动版,1.37万公里,2021-04,嘉兴,3年钻石会员,13.48,22.12万,准新车-原厂质保
宝马5系 2022款 改款 530Li 尊享型 M运动套装,0.96万公里,2022-05,衢州,5年黄金会员,46.58,54.26万,准新车-0次过户
宝马X1 2018款 xDrive20Li 豪华型,6.3万公里,2018-05,宁波,5年黄金会员,46.58,54.26万,准新车-0次过户
宝马X1 2018款 sDrive18Li 尊享型,6.58万公里,2017-10,宁波,1年黄金会员,13.38,32.98万,0次过户
宝马7系 2011款 730Li典雅型,15万公里,2011-06,宁波,1年黄金会员,14.30,97.48万,无
宝马3系 2020款 改款 325i M运动曜夜套装,0.9万公里,2020-06,宁波,1年黄金会员,27.00,35.81万,原厂质保
宝马5系GT 2011款 535i 典雅型,12万公里,2012-11,宁波,1年黄金会员,14.80,87.81万,0次过户
宝马X5(进口) 2014款 xDrive35i 领先型,10万公里,2014-05,宁波,1年黄金会员,26.80,99.65万,0次过户
宝马5系GT 2010款 535i 豪华型,15万公里,2011-07,宁波,1年黄金会员,14.50,105.07万,无
宝马6系 2016款 640i Gran Coupe,7.8万公里,2018-11,宁波,1年黄金会员,39.88,93.13万,0次过户
宝马5系 2020款 530Li 尊享型 M运动套装,4万公里,2019-12,宁波,1年黄金会员,35.60,55.02万,0次过户
